YEAR,FERCUM,IRCUM,WRR14,Acc_TMAX,Acc_TMIN,Acc_TAVG,Acc_RAIN
1990,0.0,0.0,2743.6,4360.1,2949.6,3654.85,333.1
1991,0.0,0.0,3737.7,4107.2,2931.9,3519.55,350.7
1992,0.0,0.0,3737.7,4266.5,2967.3,3616.9,388.6
1993,0.0,0.0,3736.6,4058.8,2898.2,3478.5,440.70000000000005
1994,0.0,30.0,4192.0,4422.0,3059.4,3740.7,306.70000000000005
1995,0.0,0.0,3649.1,4224.8,2970.1,3597.45,372.1
1996,0.0,30.0,4214.4,4105.7,2899.2,3502.45,252.10000000000002
1997,0.0,0.0,3364.0,4305.0,2892.3,3598.65,309.40000000000003
1998,0.0,0.0,3485.6,4404.6,3122.2,3763.4,577.0
1999,0.0,30.0,3519.7,4216.9,2943.2,3580.05,396.00000000000006
2000,0.0,0.0,3481.7,4279.1,3014.0,3646.55,442.1
2001,0.0,30.0,2461.2,4384.4,2933.9,3659.15,221.1
2002,0.0,30.0,3428.1,4313.9,2950.4,3632.15,339.6
2003,0.0,30.0,3428.1,4272.3,3020.0,3646.15,388.0
2004,0.0,90.0,4040.3,4341.6,2939.4,3640.5,266.0
2005,0.0,0.0,3468.0,4287.6,3009.6,3648.6,519.9
2006,0.0,0.0,3468.0,4665.9,3094.8,3880.35,205.4
2007,0.0,0.0,3609.3,4407.0,3030.9,3718.95,556.4
2008,0.0,0.0,3681.0,4433.9,3024.7,3729.3,549.0
2009,0.0,0.0,2744.4,4404.6,3068.1,3736.35,226.20000000000002
2010,0.0,30.0,3355.1,4248.1,2908.8,3578.45,352.40000000000003
2011,0.0,30.0,3355.1,4578.3,3007.5,3792.9,325.2
2012,0.0,30.0,3627.9,4417.3,3072.4,3744.85,244.20000000000002
2013,0.0,0.0,2325.4,4675.9,3100.7,3888.3,386.1
2014,0.0,0.0,2325.4,4229.0,2989.5,3609.25,403.0
2015,0.0,0.0,3107.2,4438.8,2973.6,3706.2,318.40000000000003
2016,0.0,0.0,3747.0,4600.3,3088.1,3844.2,493.8
2017,0.0,30.0,3919.6,4472.5,2999.2,3735.85,497.6
1981,180.0,390.0,10485.0,4299.4,2975.7,3637.55,387.0
1982,180.0,170.0,10253.0,4054.6,2845.3,3449.95,544.3000000000001
1983,180.0,60.0,9268.1,4109.0,2947.7,3528.35,486.6
1984,180.0,40.0,10037.0,4250.8,2987.8,3619.3,447.3
1985,180.0,210.0,8766.0,4328.2,2999.7,3663.95,302.6
1986,180.0,120.0,9774.1,4214.8,2932.9,3573.85,372.90000000000003
1987,180.0,30.0,9083.2,4120.3,2879.9,3500.1,563.8000000000001
1988,180.0,300.0,9285.2,4400.1,2999.2,3699.65,260.40000000000003
1989,180.0,60.0,8639.5,4125.0,2912.6,3518.8,711.7
1990,180.0,60.0,8639.5,4360.1,2949.6,3654.85,333.1
1991,180.0,100.0,9899.5,4107.2,2931.9,3519.55,350.7
1992,180.0,100.0,9899.5,4266.5,2967.3,3616.9,388.6
1993,180.0,120.0,9872.6,4058.8,2898.2,3478.5,440.70000000000005
1994,180.0,310.0,9610.2,4422.0,3059.4,3740.7,306.70000000000005
1995,180.0,180.0,10226.0,4224.8,2970.1,3597.45,372.1
1996,180.0,220.0,10948.0,4105.7,2899.2,3502.45,252.10000000000002
1997,180.0,160.0,9281.7,4305.0,2892.3,3598.65,309.40000000000003
1998,180.0,0.0,10227.0,4404.6,3122.2,3763.4,577.0
1999,180.0,220.0,8255.5,4216.9,2943.2,3580.05,396.00000000000006
2000,180.0,100.0,9386.0,4279.1,3014.0,3646.55,442.1
2001,180.0,300.0,10758.0,4384.4,2933.9,3659.15,221.1
2002,180.0,140.0,8677.8,4313.9,2950.4,3632.15,339.6
2003,180.0,140.0,8677.8,4272.3,3020.0,3646.15,388.0
2004,180.0,530.0,10933.0,4341.6,2939.4,3640.5,266.0
2005,180.0,260.0,10517.0,4287.6,3009.6,3648.6,519.9
2006,180.0,260.0,10517.0,4665.9,3094.8,3880.35,205.4
2007,180.0,20.0,8954.3,4407.0,3030.9,3718.95,556.4
2008,180.0,90.0,9556.8,4433.9,3024.7,3729.3,549.0
2009,180.0,230.0,8704.3,4404.6,3068.1,3736.35,226.20000000000002
2010,180.0,150.0,8662.6,4248.1,2908.8,3578.45,352.40000000000003
2011,180.0,150.0,8662.6,4578.3,3007.5,3792.9,325.2
2012,180.0,210.0,8954.8,4417.3,3072.4,3744.85,244.20000000000002
2013,180.0,180.0,9652.6,4675.9,3100.7,3888.3,386.1
2014,180.0,180.0,9652.6,4229.0,2989.5,3609.25,403.0
2015,180.0,220.0,7878.4,4438.8,2973.6,3706.2,318.40000000000003
2016,180.0,120.0,10103.0,4600.3,3088.1,3844.2,493.8
2017,180.0,240.0,9642.9,4472.5,2999.2,3735.85,497.6
1981,162.0,390.0,10417.0,4299.4,2975.7,3637.55,387.0
1982,162.0,170.0,10195.0,4054.6,2845.3,3449.95,544.3000000000001
1983,162.0,60.0,9214.8,4109.0,2947.7,3528.35,486.6
1984,162.0,40.0,9880.0,4250.8,2987.8,3619.3,447.3
1985,162.0,210.0,8760.2,4328.2,2999.7,3663.95,302.6
1986,162.0,120.0,9769.1,4214.8,2932.9,3573.85,372.90000000000003
1987,162.0,30.0,9068.1,4120.3,2879.9,3500.1,563.8000000000001
1988,162.0,300.0,9308.9,4400.1,2999.2,3699.65,260.40000000000003
1989,162.0,60.0,8630.6,4125.0,2912.6,3518.8,711.7
1990,162.0,60.0,8630.6,4360.1,2949.6,3654.85,333.1
1991,162.0,100.0,9780.3,4107.2,2931.9,3519.55,350.7
1992,162.0,100.0,9780.3,4266.5,2967.3,3616.9,388.6
1993,162.0,120.0,9726.4,4058.8,2898.2,3478.5,440.70000000000005
1994,162.0,310.0,9603.3,4422.0,3059.4,3740.7,306.70000000000005
1995,162.0,180.0,10201.0,4224.8,2970.1,3597.45,372.1
1996,162.0,220.0,10846.0,4105.7,2899.2,3502.45,252.10000000000002
1997,162.0,220.0,10754.0,4305.0,2892.3,3598.65,309.40000000000003
1998,162.0,0.0,10109.0,4404.6,3122.2,3763.4,577.0
1999,162.0,220.0,8184.1,4216.9,2943.2,3580.05,396.00000000000006
2000,162.0,100.0,9378.7,4279.1,3014.0,3646.55,442.1
2001,162.0,280.0,10657.0,4384.4,2933.9,3659.15,221.1
2002,162.0,140.0,8670.4,4313.9,2950.4,3632.15,339.6
2003,162.0,140.0,8670.4,4272.3,3020.0,3646.15,388.0
2004,162.0,530.0,10899.0,4341.6,2939.4,3640.5,266.0
2005,162.0,260.0,10498.0,4287.6,3009.6,3648.6,519.9
2006,162.0,260.0,10498.0,4665.9,3094.8,3880.35,205.4
2007,162.0,20.0,8907.9,4407.0,3030.9,3718.95,556.4
2008,162.0,90.0,9560.2,4433.9,3024.7,3729.3,549.0
2009,162.0,230.0,8737.1,4404.6,3068.1,3736.35,226.20000000000002
2010,162.0,150.0,8650.9,4248.1,2908.8,3578.45,352.40000000000003
2011,162.0,150.0,8650.9,4578.3,3007.5,3792.9,325.2
2012,162.0,210.0,8957.1,4417.3,3072.4,3744.85,244.20000000000002
2013,162.0,180.0,9630.7,4675.9,3100.7,3888.3,386.1
2014,162.0,180.0,9630.7,4229.0,2989.5,3609.25,403.0
2015,162.0,220.0,7883.1,4438.8,2973.6,3706.2,318.40000000000003
2016,162.0,120.0,10099.0,4600.3,3088.1,3844.2,493.8
2017,162.0,240.0,9657.0,4472.5,2999.2,3735.85,497.6
1981,144.0,390.0,10340.0,4299.4,2975.7,3637.55,387.0
1982,144.0,170.0,10078.0,4054.6,2845.3,3449.95,544.3000000000001
1983,144.0,60.0,9057.2,4109.0,2947.7,3528.35,486.6
1984,144.0,40.0,9851.7,4250.8,2987.8,3619.3,447.3
1985,144.0,210.0,8715.5,4328.2,2999.7,3663.95,302.6
1986,144.0,120.0,9731.4,4214.8,2932.9,3573.85,372.90000000000003
1987,144.0,30.0,8983.3,4120.3,2879.9,3500.1,563.8000000000001
1988,144.0,300.0,9211.8,4400.1,2999.2,3699.65,260.40000000000003
1989,144.0,60.0,8629.3,4125.0,2912.6,3518.8,711.7
1990,144.0,60.0,8629.3,4360.1,2949.6,3654.85,333.1
1991,144.0,100.0,9575.2,4107.2,2931.9,3519.55,350.7
1992,144.0,100.0,9575.2,4266.5,2967.3,3616.9,388.6
1993,144.0,120.0,9703.5,4058.8,2898.2,3478.5,440.70000000000005
1994,144.0,310.0,9588.8,4422.0,3059.4,3740.7,306.70000000000005
1995,144.0,180.0,10126.0,4224.8,2970.1,3597.45,372.1
1996,144.0,220.0,10813.0,4105.7,2899.2,3502.45,252.10000000000002
1997,144.0,180.0,9921.6,4305.0,2892.3,3598.65,309.40000000000003
1998,144.0,0.0,9954.1,4404.6,3122.2,3763.4,577.0
1999,144.0,220.0,8145.2,4216.9,2943.2,3580.05,396.00000000000006
2000,144.0,100.0,9374.6,4279.1,3014.0,3646.55,442.1
2001,144.0,300.0,10322.0,4384.4,2933.9,3659.15,221.1
2002,144.0,140.0,8625.4,4313.9,2950.4,3632.15,339.6
2003,144.0,140.0,8625.4,4272.3,3020.0,3646.15,388.0
2004,144.0,530.0,10881.0,4341.6,2939.4,3640.5,266.0
2005,144.0,260.0,10449.0,4287.6,3009.6,3648.6,519.9
2006,144.0,260.0,10449.0,4665.9,3094.8,3880.35,205.4
2007,144.0,20.0,8817.9,4407.0,3030.9,3718.95,556.4
2008,144.0,90.0,9529.8,4433.9,3024.7,3729.3,549.0
2009,144.0,230.0,8704.0,4404.6,3068.1,3736.35,226.20000000000002
2010,144.0,150.0,8610.5,4248.1,2908.8,3578.45,352.40000000000003
2011,144.0,150.0,8610.5,4578.3,3007.5,3792.9,325.2
2012,144.0,210.0,8931.5,4417.3,3072.4,3744.85,244.20000000000002
2013,144.0,180.0,9623.5,4675.9,3100.7,3888.3,386.1
2014,144.0,180.0,9623.5,4229.0,2989.5,3609.25,403.0
2015,144.0,220.0,7877.0,4438.8,2973.6,3706.2,318.40000000000003
2016,144.0,120.0,10064.0,4600.3,3088.1,3844.2,493.8
2017,144.0,240.0,9599.3,4472.5,2999.2,3735.85,497.6
1981,126.0,390.0,9590.1,4299.4,2975.7,3637.55,387.0
1982,126.0,170.0,9887.9,4054.6,2845.3,3449.95,544.3000000000001
1983,126.0,60.0,8922.2,4109.0,2947.7,3528.35,486.6
1984,126.0,40.0,9734.5,4250.8,2987.8,3619.3,447.3
1985,126.0,210.0,8487.3,4328.2,2999.7,3663.95,302.6
1986,126.0,120.0,9565.1,4214.8,2932.9,3573.85,372.90000000000003
1987,126.0,30.0,8364.7,4120.3,2879.9,3500.1,563.8000000000001
1988,126.0,300.0,9032.1,4400.1,2999.2,3699.65,260.40000000000003
1989,126.0,60.0,8592.9,4125.0,2912.6,3518.8,711.7
1990,126.0,60.0,8592.9,4360.1,2949.6,3654.85,333.1
1991,126.0,100.0,9326.1,4107.2,2931.9,3519.55,350.7
1992,126.0,100.0,9326.1,4266.5,2967.3,3616.9,388.6
1993,126.0,120.0,9416.8,4058.8,2898.2,3478.5,440.70000000000005
1994,126.0,310.0,9513.9,4422.0,3059.4,3740.7,306.70000000000005
1995,126.0,180.0,9550.3,4224.8,2970.1,3597.45,372.1
1996,126.0,220.0,10425.0,4105.7,2899.2,3502.45,252.10000000000002
1997,126.0,220.0,10075.0,4305.0,2892.3,3598.65,309.40000000000003
1998,126.0,0.0,9032.1,4404.6,3122.2,3763.4,577.0
1999,126.0,220.0,8126.8,4216.9,2943.2,3580.05,396.00000000000006
2000,126.0,100.0,9269.4,4279.1,3014.0,3646.55,442.1
2001,126.0,300.0,9511.3,4384.4,2933.9,3659.15,221.1
2002,126.0,140.0,8150.1,4313.9,2950.4,3632.15,339.6
2003,126.0,140.0,8150.1,4272.3,3020.0,3646.15,388.0
2004,126.0,530.0,10150.0,4341.6,2939.4,3640.5,266.0
2005,126.0,260.0,9982.1,4287.6,3009.6,3648.6,519.9
2006,126.0,260.0,9982.1,4665.9,3094.8,3880.35,205.4
2007,126.0,20.0,8636.8,4407.0,3030.9,3718.95,556.4
2008,126.0,90.0,9409.4,4433.9,3024.7,3729.3,549.0
2009,126.0,230.0,8647.2,4404.6,3068.1,3736.35,226.20000000000002
2010,126.0,150.0,8353.4,4248.1,2908.8,3578.45,352.40000000000003
2011,126.0,150.0,8353.4,4578.3,3007.5,3792.9,325.2
2012,126.0,210.0,8847.6,4417.3,3072.4,3744.85,244.20000000000002
2013,126.0,180.0,9548.0,4675.9,3100.7,3888.3,386.1
2014,126.0,180.0,9548.0,4229.0,2989.5,3609.25,403.0
2015,126.0,220.0,7862.3,4438.8,2973.6,3706.2,318.40000000000003
2016,126.0,120.0,9917.2,4600.3,3088.1,3844.2,493.8
2017,126.0,240.0,9362.5,4472.5,2999.2,3735.85,497.6
1981,108.0,390.0,8526.2,4299.4,2975.7,3637.55,387.0
1982,108.0,170.0,9163.0,4054.6,2845.3,3449.95,544.3000000000001
1983,108.0,60.0,8118.0,4109.0,2947.7,3528.35,486.6
1984,108.0,40.0,8847.9,4250.8,2987.8,3619.3,447.3
1985,108.0,210.0,7826.9,4328.2,2999.7,3663.95,302.6
1986,108.0,120.0,8774.2,4214.8,2932.9,3573.85,372.90000000000003
1987,108.0,30.0,7463.8,4120.3,2879.9,3500.1,563.8000000000001
1988,108.0,300.0,8356.4,4400.1,2999.2,3699.65,260.40000000000003
1989,108.0,60.0,8288.0,4125.0,2912.6,3518.8,711.7
1990,108.0,60.0,8288.0,4360.1,2949.6,3654.85,333.1
1991,108.0,100.0,9060.5,4107.2,2931.9,3519.55,350.7
1992,108.0,100.0,9060.5,4266.5,2967.3,3616.9,388.6
1993,108.0,120.0,8340.1,4058.8,2898.2,3478.5,440.70000000000005
1994,108.0,310.0,9125.1,4422.0,3059.4,3740.7,306.70000000000005
1995,108.0,180.0,8647.6,4224.8,2970.1,3597.45,372.1
1996,108.0,220.0,9269.8,4105.7,2899.2,3502.45,252.10000000000002
1997,108.0,220.0,8959.5,4305.0,2892.3,3598.65,309.40000000000003
1998,108.0,0.0,8155.0,4404.6,3122.2,3763.4,577.0
1999,108.0,220.0,7660.9,4216.9,2943.2,3580.05,396.00000000000006
2000,108.0,100.0,8631.7,4279.1,3014.0,3646.55,442.1
2001,108.0,300.0,8434.0,4384.4,2933.9,3659.15,221.1
2002,108.0,140.0,7279.4,4313.9,2950.4,3632.15,339.6
2003,108.0,140.0,7279.4,4272.3,3020.0,3646.15,388.0
2004,108.0,530.0,9227.1,4341.6,2939.4,3640.5,266.0
2005,108.0,260.0,9088.7,4287.6,3009.6,3648.6,519.9
2006,108.0,260.0,9088.7,4665.9,3094.8,3880.35,205.4
2007,108.0,20.0,8392.1,4407.0,3030.9,3718.95,556.4
2008,108.0,90.0,8697.7,4433.9,3024.7,3729.3,549.0
2009,108.0,230.0,8209.8,4404.6,3068.1,3736.35,226.20000000000002
2010,108.0,150.0,7754.4,4248.1,2908.8,3578.45,352.40000000000003
2011,108.0,150.0,7754.4,4578.3,3007.5,3792.9,325.2
2012,108.0,210.0,8186.9,4417.3,3072.4,3744.85,244.20000000000002
2013,108.0,180.0,8710.3,4675.9,3100.7,3888.3,386.1
2014,108.0,180.0,8710.3,4229.0,2989.5,3609.25,403.0
2015,108.0,220.0,7686.1,4438.8,2973.6,3706.2,318.40000000000003
2016,108.0,120.0,9032.2,4600.3,3088.1,3844.2,493.8
2017,108.0,240.0,8514.6,4472.5,2999.2,3735.85,497.6
1981,90.0,390.0,7399.0,4299.4,2975.7,3637.55,387.0
1982,90.0,170.0,8071.7,4054.6,2845.3,3449.95,544.3000000000001
1983,90.0,60.0,7117.6,4109.0,2947.7,3528.35,486.6
1984,90.0,40.0,7680.4,4250.8,2987.8,3619.3,447.3
1985,90.0,210.0,6871.3,4328.2,2999.7,3663.95,302.6
1986,90.0,120.0,7617.8,4214.8,2932.9,3573.85,372.90000000000003
1987,90.0,30.0,6486.1,4120.3,2879.9,3500.1,563.8000000000001
1988,90.0,300.0,7447.9,4400.1,2999.2,3699.65,260.40000000000003
1989,90.0,60.0,7351.2,4125.0,2912.6,3518.8,711.7
1990,90.0,60.0,7351.2,4360.1,2949.6,3654.85,333.1
1991,90.0,100.0,8256.3,4107.2,2931.9,3519.55,350.7
1992,90.0,100.0,8256.3,4266.5,2967.3,3616.9,388.6
1993,90.0,120.0,7379.5,4058.8,2898.2,3478.5,440.70000000000005
1994,90.0,310.0,8140.2,4422.0,3059.4,3740.7,306.70000000000005
1995,90.0,180.0,7536.7,4224.8,2970.1,3597.45,372.1
1996,90.0,220.0,7959.1,4105.7,2899.2,3502.45,252.10000000000002
1997,90.0,220.0,7963.2,4305.0,2892.3,3598.65,309.40000000000003
1998,90.0,0.0,7366.7,4404.6,3122.2,3763.4,577.0
1999,90.0,220.0,6791.8,4216.9,2943.2,3580.05,396.00000000000006
2000,90.0,100.0,7711.4,4279.1,3014.0,3646.55,442.1
2001,90.0,300.0,7413.7,4384.4,2933.9,3659.15,221.1
2002,90.0,140.0,6454.2,4313.9,2950.4,3632.15,339.6
2003,90.0,140.0,6454.2,4272.3,3020.0,3646.15,388.0
2004,90.0,530.0,8085.9,4341.6,2939.4,3640.5,266.0
2005,90.0,260.0,8011.9,4287.6,3009.6,3648.6,519.9
2006,90.0,260.0,8011.9,4665.9,3094.8,3880.35,205.4
2007,90.0,20.0,7851.1,4407.0,3030.9,3718.95,556.4
2008,90.0,90.0,7625.1,4433.9,3024.7,3729.3,549.0
2009,90.0,230.0,7450.0,4404.6,3068.1,3736.35,226.20000000000002
2010,90.0,150.0,6888.5,4248.1,2908.8,3578.45,352.40000000000003
2011,90.0,150.0,6888.5,4578.3,3007.5,3792.9,325.2
2012,90.0,210.0,7326.4,4417.3,3072.4,3744.85,244.20000000000002
2013,90.0,180.0,7511.1,4675.9,3100.7,3888.3,386.1
2014,90.0,180.0,7511.1,4229.0,2989.5,3609.25,403.0
2015,90.0,220.0,6844.1,4438.8,2973.6,3706.2,318.40000000000003
2016,90.0,120.0,7826.1,4600.3,3088.1,3844.2,493.8
2017,90.0,240.0,7469.7,4472.5,2999.2,3735.85,497.6
1981,72.0,390.0,6670.6,4299.4,2975.7,3637.55,387.0
1982,72.0,170.0,7065.0,4054.6,2845.3,3449.95,544.3000000000001
1983,72.0,60.0,6081.6,4109.0,2947.7,3528.35,486.6
1984,72.0,40.0,6671.7,4250.8,2987.8,3619.3,447.3
1985,72.0,210.0,6133.6,4328.2,2999.7,3663.95,302.6
1986,72.0,120.0,6449.0,4214.8,2932.9,3573.85,372.90000000000003
1987,72.0,30.0,5873.2,4120.3,2879.9,3500.1,563.8000000000001
1988,72.0,300.0,6654.6,4400.1,2999.2,3699.65,260.40000000000003
1989,72.0,60.0,6438.7,4125.0,2912.6,3518.8,711.7
1990,72.0,60.0,6438.7,4360.1,2949.6,3654.85,333.1
1991,72.0,100.0,7091.5,4107.2,2931.9,3519.55,350.7
1992,72.0,100.0,7091.5,4266.5,2967.3,3616.9,388.6
1993,72.0,120.0,6627.5,4058.8,2898.2,3478.5,440.70000000000005
1994,72.0,310.0,7210.5,4422.0,3059.4,3740.7,306.70000000000005
1995,72.0,180.0,6456.3,4224.8,2970.1,3597.45,372.1
1996,72.0,220.0,6920.7,4105.7,2899.2,3502.45,252.10000000000002
1997,72.0,220.0,7033.7,4305.0,2892.3,3598.65,309.40000000000003
1998,72.0,20.0,6594.4,4404.6,3122.2,3763.4,577.0
1999,72.0,220.0,5901.1,4216.9,2943.2,3580.05,396.00000000000006
2000,72.0,100.0,6778.5,4279.1,3014.0,3646.55,442.1
2001,72.0,300.0,6657.1,4384.4,2933.9,3659.15,221.1
2002,72.0,160.0,5653.3,4313.9,2950.4,3632.15,339.6
2003,72.0,160.0,5653.3,4272.3,3020.0,3646.15,388.0
2004,72.0,530.0,7286.9,4341.6,2939.4,3640.5,266.0
2005,72.0,260.0,6865.5,4287.6,3009.6,3648.6,519.9
2006,72.0,260.0,6865.5,4665.9,3094.8,3880.35,205.4
2007,72.0,20.0,6693.9,4407.0,3030.9,3718.95,556.4
2008,72.0,90.0,6722.4,4433.9,3024.7,3729.3,549.0
2009,72.0,230.0,6319.1,4404.6,3068.1,3736.35,226.20000000000002
2010,72.0,150.0,5908.3,4248.1,2908.8,3578.45,352.40000000000003
2011,72.0,150.0,5908.3,4578.3,3007.5,3792.9,325.2
2012,72.0,210.0,6397.8,4417.3,3072.4,3744.85,244.20000000000002
2013,72.0,180.0,6485.1,4675.9,3100.7,3888.3,386.1
2014,72.0,180.0,6485.1,4229.0,2989.5,3609.25,403.0
2015,72.0,220.0,5806.5,4438.8,2973.6,3706.2,318.40000000000003
2016,72.0,120.0,6592.3,4600.3,3088.1,3844.2,493.8
2017,72.0,340.0,6701.0,4472.5,2999.2,3735.85,497.6
1981,54.0,390.0,5919.4,4299.4,2975.7,3637.55,387.0
1982,54.0,170.0,6401.7,4054.6,2845.3,3449.95,544.3000000000001
1983,54.0,60.0,5235.1,4109.0,2947.7,3528.35,486.6
1984,54.0,40.0,5900.0,4250.8,2987.8,3619.3,447.3
1985,54.0,210.0,5449.9,4328.2,2999.7,3663.95,302.6
1986,54.0,120.0,5801.3,4214.8,2932.9,3573.85,372.90000000000003
1987,54.0,30.0,5219.2,4120.3,2879.9,3500.1,563.8000000000001
1988,54.0,300.0,5996.9,4400.1,2999.2,3699.65,260.40000000000003
1989,54.0,60.0,5796.1,4125.0,2912.6,3518.8,711.7
1990,54.0,60.0,5796.1,4360.1,2949.6,3654.85,333.1
1991,54.0,100.0,6201.7,4107.2,2931.9,3519.55,350.7
1992,54.0,100.0,6201.7,4266.5,2967.3,3616.9,388.6
1993,54.0,120.0,5792.8,4058.8,2898.2,3478.5,440.70000000000005
1994,54.0,280.0,6109.4,4422.0,3059.4,3740.7,306.70000000000005
1995,54.0,180.0,5565.9,4224.8,2970.1,3597.45,372.1
1996,54.0,220.0,6251.7,4105.7,2899.2,3502.45,252.10000000000002
1997,54.0,220.0,6305.7,4305.0,2892.3,3598.65,309.40000000000003
1998,54.0,40.0,5955.6,4404.6,3122.2,3763.4,577.0
1999,54.0,220.0,5377.1,4216.9,2943.2,3580.05,396.00000000000006
2000,54.0,100.0,5943.4,4279.1,3014.0,3646.55,442.1
2001,54.0,300.0,6054.4,4384.4,2933.9,3659.15,221.1
2002,54.0,160.0,5170.1,4313.9,2950.4,3632.15,339.6
2003,54.0,160.0,5170.1,4272.3,3020.0,3646.15,388.0
2004,54.0,510.0,6532.1,4341.6,2939.4,3640.5,266.0
2005,54.0,260.0,5998.1,4287.6,3009.6,3648.6,519.9
2006,54.0,260.0,5998.1,4665.9,3094.8,3880.35,205.4
2007,54.0,20.0,5781.0,4407.0,3030.9,3718.95,556.4
2008,54.0,90.0,5855.4,4433.9,3024.7,3729.3,549.0
2009,54.0,230.0,5524.5,4404.6,3068.1,3736.35,226.20000000000002
2010,54.0,150.0,5071.2,4248.1,2908.8,3578.45,352.40000000000003
2011,54.0,150.0,5071.2,4578.3,3007.5,3792.9,325.2
2012,54.0,210.0,5649.6,4417.3,3072.4,3744.85,244.20000000000002
2013,54.0,180.0,5721.9,4675.9,3100.7,3888.3,386.1
2014,54.0,180.0,5721.9,4229.0,2989.5,3609.25,403.0
2015,54.0,220.0,5026.9,4438.8,2973.6,3706.2,318.40000000000003
2016,54.0,120.0,5789.4,4600.3,3088.1,3844.2,493.8
2017,54.0,220.0,5932.4,4472.5,2999.2,3735.85,497.6
1981,36.0,390.0,5249.1,4299.4,2975.7,3637.55,387.0
1982,36.0,140.0,5558.8,4054.6,2845.3,3449.95,544.3000000000001
1983,36.0,60.0,4627.5,4109.0,2947.7,3528.35,486.6
1984,36.0,40.0,5173.1,4250.8,2987.8,3619.3,447.3
1985,36.0,210.0,4842.9,4328.2,2999.7,3663.95,302.6
1986,36.0,120.0,5046.8,4214.8,2932.9,3573.85,372.90000000000003
1987,36.0,30.0,4631.8,4120.3,2879.9,3500.1,563.8000000000001
1988,36.0,270.0,5309.2,4400.1,2999.2,3699.65,260.40000000000003
1989,36.0,60.0,5185.9,4125.0,2912.6,3518.8,711.7
1990,36.0,60.0,5185.9,4360.1,2949.6,3654.85,333.1
1991,36.0,100.0,5469.3,4107.2,2931.9,3519.55,350.7
1992,36.0,100.0,5469.3,4266.5,2967.3,3616.9,388.6
1993,36.0,120.0,5091.6,4058.8,2898.2,3478.5,440.70000000000005
1994,36.0,280.0,5395.5,4422.0,3059.4,3740.7,306.70000000000005
1995,36.0,180.0,4842.5,4224.8,2970.1,3597.45,372.1
1996,36.0,220.0,5475.4,4105.7,2899.2,3502.45,252.10000000000002
1997,36.0,220.0,5473.1,4305.0,2892.3,3598.65,309.40000000000003
1998,36.0,40.0,5274.2,4404.6,3122.2,3763.4,577.0
1999,36.0,190.0,4685.5,4216.9,2943.2,3580.05,396.00000000000006
2000,36.0,100.0,5319.4,4279.1,3014.0,3646.55,442.1
2001,36.0,300.0,5392.4,4384.4,2933.9,3659.15,221.1
2002,36.0,160.0,4431.0,4313.9,2950.4,3632.15,339.6
2003,36.0,160.0,4431.0,4272.3,3020.0,3646.15,388.0
2004,36.0,510.0,5874.7,4341.6,2939.4,3640.5,266.0
2005,36.0,260.0,5363.4,4287.6,3009.6,3648.6,519.9
2006,36.0,260.0,5363.4,4665.9,3094.8,3880.35,205.4
2007,36.0,20.0,5080.0,4407.0,3030.9,3718.95,556.4
2008,36.0,90.0,5152.9,4433.9,3024.7,3729.3,549.0
2009,36.0,230.0,4792.3,4404.6,3068.1,3736.35,226.20000000000002
2010,36.0,150.0,4490.0,4248.1,2908.8,3578.45,352.40000000000003
2011,36.0,150.0,4490.0,4578.3,3007.5,3792.9,325.2
2012,36.0,210.0,5120.8,4417.3,3072.4,3744.85,244.20000000000002
2013,36.0,180.0,5011.3,4675.9,3100.7,3888.3,386.1
2014,36.0,180.0,5011.3,4229.0,2989.5,3609.25,403.0
2015,36.0,220.0,4396.7,4438.8,2973.6,3706.2,318.40000000000003
2016,36.0,120.0,5048.0,4600.3,3088.1,3844.2,493.8
2017,36.0,220.0,5190.6,4472.5,2999.2,3735.85,497.6
1981,18.0,390.0,4763.6,4299.4,2975.7,3637.55,387.0
1982,18.0,140.0,4876.3,4054.6,2845.3,3449.95,544.3000000000001
1983,18.0,60.0,4079.5,4109.0,2947.7,3528.35,486.6
1984,18.0,40.0,4527.5,4250.8,2987.8,3619.3,447.3
1985,18.0,210.0,4260.7,4328.2,2999.7,3663.95,302.6
1986,18.0,120.0,4449.3,4214.8,2932.9,3573.85,372.90000000000003
1987,18.0,30.0,4042.2,4120.3,2879.9,3500.1,563.8000000000001
1988,18.0,250.0,4696.2,4400.1,2999.2,3699.65,260.40000000000003
1989,18.0,60.0,4528.4,4125.0,2912.6,3518.8,711.7
1990,18.0,60.0,4528.4,4360.1,2949.6,3654.85,333.1
1991,18.0,100.0,4794.0,4107.2,2931.9,3519.55,350.7
1992,18.0,100.0,4794.0,4266.5,2967.3,3616.9,388.6
1993,18.0,120.0,4412.5,4058.8,2898.2,3478.5,440.70000000000005
1994,18.0,280.0,4782.2,4422.0,3059.4,3740.7,306.70000000000005
1995,18.0,160.0,4227.9,4224.8,2970.1,3597.45,372.1
1996,18.0,220.0,4851.5,4105.7,2899.2,3502.45,252.10000000000002
1997,18.0,220.0,4547.7,4305.0,2892.3,3598.65,309.40000000000003
1998,18.0,20.0,4630.3,4404.6,3122.2,3763.4,577.0
1999,18.0,190.0,4126.9,4216.9,2943.2,3580.05,396.00000000000006
2000,18.0,70.0,4748.1,4279.1,3014.0,3646.55,442.1
2001,18.0,300.0,4712.2,4384.4,2933.9,3659.15,221.1
