YEAR,FERCUM,IRCUM,WRR14,Acc_TMAX,Acc_TMIN,Acc_TAVG,Acc_RAIN
2002,18.0,160.0,3987.3,4313.9,2950.4,3632.15,339.6
2003,18.0,160.0,3987.3,4272.3,3020.0,3646.15,388.0
2004,18.0,510.0,5202.6,4341.6,2939.4,3640.5,266.0
2005,18.0,260.0,4710.6,4287.6,3009.6,3648.6,519.9
2006,18.0,260.0,4710.6,4665.9,3094.8,3880.35,205.4
2007,18.0,20.0,4505.1,4407.0,3030.9,3718.95,556.4
2008,18.0,60.0,4438.7,4433.9,3024.7,3729.3,549.0
2009,18.0,230.0,4191.1,4404.6,3068.1,3736.35,226.20000000000002
2010,18.0,150.0,3941.6,4248.1,2908.8,3578.45,352.40000000000003
2011,18.0,150.0,3941.6,4578.3,3007.5,3792.9,325.2
2012,18.0,190.0,4362.6,4417.3,3072.4,3744.85,244.20000000000002
2013,18.0,180.0,4305.3,4675.9,3100.7,3888.3,386.1
2014,18.0,180.0,4305.3,4229.0,2989.5,3609.25,403.0
2015,18.0,220.0,3920.5,4438.8,2973.6,3706.2,318.40000000000003
2016,18.0,100.0,4466.2,4600.3,3088.1,3844.2,493.8
2017,18.0,220.0,4570.1,4472.5,2999.2,3735.85,497.6
1981,0.0,360.0,4104.9,4299.4,2975.7,3637.55,387.0
1982,0.0,140.0,3191.3,4054.6,2845.3,3449.95,544.3000000000001
1983,0.0,60.0,2744.7,4109.0,2947.7,3528.35,486.6
1984,0.0,20.0,3437.1,4250.8,2987.8,3619.3,447.3
1985,0.0,180.0,3356.6,4328.2,2999.7,3663.95,302.6
1986,0.0,120.0,3664.0,4214.8,2932.9,3573.85,372.90000000000003
1987,0.0,0.0,3427.2,4120.3,2879.9,3500.1,563.8000000000001
1988,0.0,250.0,1887.5,4400.1,2999.2,3699.65,260.40000000000003
1989,0.0,60.0,2743.6,4125.0,2912.6,3518.8,711.7
1990,0.0,60.0,2743.6,4360.1,2949.6,3654.85,333.1
1991,0.0,80.0,3675.5,4107.2,2931.9,3519.55,350.7
1992,0.0,80.0,3675.5,4266.5,2967.3,3616.9,388.6
1993,0.0,120.0,3731.1,4058.8,2898.2,3478.5,440.70000000000005
1994,0.0,280.0,4090.2,4422.0,3059.4,3740.7,306.70000000000005
1995,0.0,160.0,3437.7,4224.8,2970.1,3597.45,372.1
1996,0.0,220.0,3913.0,4105.7,2899.2,3502.45,252.10000000000002
1997,0.0,200.0,3363.8,4305.0,2892.3,3598.65,309.40000000000003
1998,0.0,0.0,2333.4,4404.6,3122.2,3763.4,577.0
1999,0.0,190.0,3520.0,4216.9,2943.2,3580.05,396.00000000000006
2000,0.0,40.0,2260.7,4279.1,3014.0,3646.55,442.1
2001,0.0,280.0,2462.8,4384.4,2933.9,3659.15,221.1
2002,0.0,160.0,3416.1,4313.9,2950.4,3632.15,339.6
2003,0.0,160.0,3416.1,4272.3,3020.0,3646.15,388.0
2004,0.0,310.0,4098.9,4341.6,2939.4,3640.5,266.0
2005,0.0,80.0,2984.7,4287.6,3009.6,3648.6,519.9
2006,0.0,80.0,2984.7,4665.9,3094.8,3880.35,205.4
2007,0.0,20.0,3605.1,4407.0,3030.9,3718.95,556.4
2008,0.0,60.0,3680.9,4433.9,3024.7,3729.3,549.0
2009,0.0,190.0,3215.3,4404.6,3068.1,3736.35,226.20000000000002
2010,0.0,120.0,3269.2,4248.1,2908.8,3578.45,352.40000000000003
2011,0.0,120.0,3269.2,4578.3,3007.5,3792.9,325.2
2012,0.0,160.0,3415.9,4417.3,3072.4,3744.85,244.20000000000002
2013,0.0,140.0,2340.6,4675.9,3100.7,3888.3,386.1
2014,0.0,140.0,2340.6,4229.0,2989.5,3609.25,403.0
2015,0.0,200.0,2905.3,4438.8,2973.6,3706.2,318.40000000000003
2016,0.0,100.0,3666.4,4600.3,3088.1,3844.2,493.8
2017,0.0,220.0,3437.8,4472.5,2999.2,3735.85,497.6
1981,180.0,180.0,10329.0,4299.4,2975.7,3637.55,387.0
1982,180.0,60.0,10183.0,4054.6,2845.3,3449.95,544.3000000000001
1983,180.0,30.0,9267.7,4109.0,2947.7,3528.35,486.6
1984,180.0,0.0,10037.0,4250.8,2987.8,3619.3,447.3
1985,180.0,120.0,9332.5,4328.2,2999.7,3663.95,302.6
1986,180.0,90.0,9774.8,4214.8,2932.9,3573.85,372.90000000000003
1987,180.0,60.0,9527.0,4120.3,2879.9,3500.1,563.8000000000001
1988,180.0,180.0,10504.0,4400.1,2999.2,3699.65,260.40000000000003
1989,180.0,30.0,8651.5,4125.0,2912.6,3518.8,711.7
1990,180.0,30.0,8651.5,4360.1,2949.6,3654.85,333.1
1991,180.0,60.0,9973.3,4107.2,2931.9,3519.55,350.7
1992,180.0,60.0,9973.3,4266.5,2967.3,3616.9,388.6
1993,180.0,60.0,9696.0,4058.8,2898.2,3478.5,440.70000000000005
1994,180.0,210.0,9645.3,4422.0,3059.4,3740.7,306.70000000000005
1995,180.0,150.0,10225.0,4224.8,2970.1,3597.45,372.1
1996,180.0,120.0,11009.0,4105.7,2899.2,3502.45,252.10000000000002
1997,180.0,90.0,9257.2,4305.0,2892.3,3598.65,309.40000000000003
1998,180.0,0.0,10270.0,4404.6,3122.2,3763.4,577.0
1999,180.0,90.0,9124.6,4216.9,2943.2,3580.05,396.00000000000006
2000,180.0,60.0,9830.2,4279.1,3014.0,3646.55,442.1
2001,180.0,180.0,10549.0,4384.4,2933.9,3659.15,221.1
2002,180.0,90.0,8674.4,4313.9,2950.4,3632.15,339.6
2003,180.0,90.0,8674.4,4272.3,3020.0,3646.15,388.0
2004,180.0,180.0,10837.0,4341.6,2939.4,3640.5,266.0
2005,180.0,60.0,10442.0,4287.6,3009.6,3648.6,519.9
2006,180.0,60.0,10442.0,4665.9,3094.8,3880.35,205.4
2007,180.0,30.0,8942.2,4407.0,3030.9,3718.95,556.4
2008,180.0,60.0,10321.0,4433.9,3024.7,3729.3,549.0
2009,180.0,180.0,9363.3,4404.6,3068.1,3736.35,226.20000000000002
2010,180.0,120.0,9113.5,4248.1,2908.8,3578.45,352.40000000000003
2011,180.0,120.0,9113.5,4578.3,3007.5,3792.9,325.2
2012,180.0,150.0,9407.7,4417.3,3072.4,3744.85,244.20000000000002
2013,180.0,240.0,9324.1,4675.9,3100.7,3888.3,386.1
2014,180.0,240.0,9324.1,4229.0,2989.5,3609.25,403.0
2015,180.0,150.0,7877.7,4438.8,2973.6,3706.2,318.40000000000003
2016,180.0,60.0,10103.0,4600.3,3088.1,3844.2,493.8
2017,180.0,120.0,9641.5,4472.5,2999.2,3735.85,497.6
1981,162.0,180.0,10094.0,4299.4,2975.7,3637.55,387.0
1982,162.0,60.0,10123.0,4054.6,2845.3,3449.95,544.3000000000001
1983,162.0,30.0,9213.2,4109.0,2947.7,3528.35,486.6
1984,162.0,0.0,9879.8,4250.8,2987.8,3619.3,447.3
1985,162.0,120.0,9324.8,4328.2,2999.7,3663.95,302.6
1986,162.0,90.0,9769.9,4214.8,2932.9,3573.85,372.90000000000003
1987,162.0,60.0,9376.7,4120.3,2879.9,3500.1,563.8000000000001
1988,162.0,180.0,10473.0,4400.1,2999.2,3699.65,260.40000000000003
1989,162.0,30.0,8642.9,4125.0,2912.6,3518.8,711.7
1990,162.0,30.0,8642.9,4360.1,2949.6,3654.85,333.1
1991,162.0,60.0,9851.8,4107.2,2931.9,3519.55,350.7
1992,162.0,60.0,9851.8,4266.5,2967.3,3616.9,388.6
1993,162.0,60.0,9562.8,4058.8,2898.2,3478.5,440.70000000000005
1994,162.0,210.0,9641.4,4422.0,3059.4,3740.7,306.70000000000005
1995,162.0,150.0,10203.0,4224.8,2970.1,3597.45,372.1
1996,162.0,120.0,10860.0,4105.7,2899.2,3502.45,252.10000000000002
1997,162.0,150.0,10747.0,4305.0,2892.3,3598.65,309.40000000000003
1998,162.0,0.0,10145.0,4404.6,3122.2,3763.4,577.0
1999,162.0,90.0,9092.8,4216.9,2943.2,3580.05,396.00000000000006
2000,162.0,60.0,9825.3,4279.1,3014.0,3646.55,442.1
2001,162.0,180.0,10746.0,4384.4,2933.9,3659.15,221.1
2002,162.0,90.0,8669.8,4313.9,2950.4,3632.15,339.6
2003,162.0,90.0,8669.8,4272.3,3020.0,3646.15,388.0
2004,162.0,180.0,10749.0,4341.6,2939.4,3640.5,266.0
2005,162.0,60.0,10426.0,4287.6,3009.6,3648.6,519.9
2006,162.0,60.0,10426.0,4665.9,3094.8,3880.35,205.4
2007,162.0,30.0,8888.8,4407.0,3030.9,3718.95,556.4
2008,162.0,60.0,10328.0,4433.9,3024.7,3729.3,549.0
2009,162.0,180.0,9350.6,4404.6,3068.1,3736.35,226.20000000000002
2010,162.0,120.0,9106.2,4248.1,2908.8,3578.45,352.40000000000003
2011,162.0,120.0,9106.2,4578.3,3007.5,3792.9,325.2
2012,162.0,150.0,9407.4,4417.3,3072.4,3744.85,244.20000000000002
2013,162.0,240.0,9309.2,4675.9,3100.7,3888.3,386.1
2014,162.0,240.0,9309.2,4229.0,2989.5,3609.25,403.0
2015,162.0,150.0,7874.6,4438.8,2973.6,3706.2,318.40000000000003
2016,162.0,60.0,10093.0,4600.3,3088.1,3844.2,493.8
2017,162.0,120.0,9637.4,4472.5,2999.2,3735.85,497.6
1981,144.0,180.0,10053.0,4299.4,2975.7,3637.55,387.0
1982,144.0,60.0,10000.0,4054.6,2845.3,3449.95,544.3000000000001
1983,144.0,30.0,9055.3,4109.0,2947.7,3528.35,486.6
1984,144.0,0.0,9851.6,4250.8,2987.8,3619.3,447.3
1985,144.0,120.0,9313.6,4328.2,2999.7,3663.95,302.6
1986,144.0,90.0,9733.2,4214.8,2932.9,3573.85,372.90000000000003
1987,144.0,60.0,9212.9,4120.3,2879.9,3500.1,563.8000000000001
1988,144.0,180.0,10325.0,4400.1,2999.2,3699.65,260.40000000000003
1989,144.0,30.0,8641.0,4125.0,2912.6,3518.8,711.7
1990,144.0,30.0,8641.0,4360.1,2949.6,3654.85,333.1
1991,144.0,60.0,9625.7,4107.2,2931.9,3519.55,350.7
1992,144.0,60.0,9625.7,4266.5,2967.3,3616.9,388.6
1993,144.0,60.0,9536.2,4058.8,2898.2,3478.5,440.70000000000005
1994,144.0,210.0,9627.4,4422.0,3059.4,3740.7,306.70000000000005
1995,144.0,150.0,10127.0,4224.8,2970.1,3597.45,372.1
1996,144.0,120.0,10817.0,4105.7,2899.2,3502.45,252.10000000000002
1997,144.0,120.0,9907.3,4305.0,2892.3,3598.65,309.40000000000003
1998,144.0,0.0,10028.0,4404.6,3122.2,3763.4,577.0
1999,144.0,90.0,9033.5,4216.9,2943.2,3580.05,396.00000000000006
2000,144.0,60.0,9809.7,4279.1,3014.0,3646.55,442.1
2001,144.0,180.0,10533.0,4384.4,2933.9,3659.15,221.1
2002,144.0,90.0,8624.3,4313.9,2950.4,3632.15,339.6
2003,144.0,90.0,8624.3,4272.3,3020.0,3646.15,388.0
2004,144.0,180.0,10675.0,4341.6,2939.4,3640.5,266.0
2005,144.0,60.0,10402.0,4287.6,3009.6,3648.6,519.9
2006,144.0,60.0,10402.0,4665.9,3094.8,3880.35,205.4
2007,144.0,30.0,8756.1,4407.0,3030.9,3718.95,556.4
2008,144.0,60.0,10218.0,4433.9,3024.7,3729.3,549.0
2009,144.0,180.0,9291.3,4404.6,3068.1,3736.35,226.20000000000002
2010,144.0,120.0,9069.6,4248.1,2908.8,3578.45,352.40000000000003
2011,144.0,120.0,9069.6,4578.3,3007.5,3792.9,325.2
2012,144.0,150.0,9357.0,4417.3,3072.4,3744.85,244.20000000000002
2013,144.0,240.0,9256.3,4675.9,3100.7,3888.3,386.1
2014,144.0,240.0,9256.3,4229.0,2989.5,3609.25,403.0
2015,144.0,150.0,7878.5,4438.8,2973.6,3706.2,318.40000000000003
2016,144.0,60.0,10063.0,4600.3,3088.1,3844.2,493.8
2017,144.0,120.0,9599.5,4472.5,2999.2,3735.85,497.6
1981,126.0,180.0,9808.8,4299.4,2975.7,3637.55,387.0
1982,126.0,60.0,9847.7,4054.6,2845.3,3449.95,544.3000000000001
1983,126.0,30.0,8921.9,4109.0,2947.7,3528.35,486.6
1984,126.0,0.0,9733.7,4250.8,2987.8,3619.3,447.3
1985,126.0,120.0,8940.6,4328.2,2999.7,3663.95,302.6
1986,126.0,60.0,9573.6,4214.8,2932.9,3573.85,372.90000000000003
1987,126.0,60.0,8468.2,4120.3,2879.9,3500.1,563.8000000000001
1988,126.0,180.0,9721.8,4400.1,2999.2,3699.65,260.40000000000003
1989,126.0,30.0,8607.7,4125.0,2912.6,3518.8,711.7
1990,126.0,30.0,8607.7,4360.1,2949.6,3654.85,333.1
1991,126.0,60.0,9352.4,4107.2,2931.9,3519.55,350.7
1992,126.0,60.0,9352.4,4266.5,2967.3,3616.9,388.6
1993,126.0,60.0,9399.5,4058.8,2898.2,3478.5,440.70000000000005
1994,126.0,210.0,9547.7,4422.0,3059.4,3740.7,306.70000000000005
1995,126.0,150.0,9549.9,4224.8,2970.1,3597.45,372.1
1996,126.0,120.0,10407.0,4105.7,2899.2,3502.45,252.10000000000002
1997,126.0,120.0,10115.0,4305.0,2892.3,3598.65,309.40000000000003
1998,126.0,0.0,9156.0,4404.6,3122.2,3763.4,577.0
1999,126.0,90.0,8718.0,4216.9,2943.2,3580.05,396.00000000000006
2000,126.0,60.0,9622.1,4279.1,3014.0,3646.55,442.1
2001,126.0,180.0,9676.6,4384.4,2933.9,3659.15,221.1
2002,126.0,90.0,8150.0,4313.9,2950.4,3632.15,339.6
2003,126.0,90.0,8150.0,4272.3,3020.0,3646.15,388.0
2004,126.0,180.0,10507.0,4341.6,2939.4,3640.5,266.0
2005,126.0,60.0,9903.4,4287.6,3009.6,3648.6,519.9
2006,126.0,60.0,9903.4,4665.9,3094.8,3880.35,205.4
2007,126.0,30.0,8536.2,4407.0,3030.9,3718.95,556.4
2008,126.0,60.0,9776.4,4433.9,3024.7,3729.3,549.0
2009,126.0,180.0,9113.5,4404.6,3068.1,3736.35,226.20000000000002
2010,126.0,120.0,8771.8,4248.1,2908.8,3578.45,352.40000000000003
2011,126.0,120.0,8771.8,4578.3,3007.5,3792.9,325.2
2012,126.0,150.0,9167.1,4417.3,3072.4,3744.85,244.20000000000002
2013,126.0,240.0,9104.4,4675.9,3100.7,3888.3,386.1
2014,126.0,240.0,9104.4,4229.0,2989.5,3609.25,403.0
2015,126.0,150.0,7853.2,4438.8,2973.6,3706.2,318.40000000000003
2016,126.0,60.0,9922.6,4600.3,3088.1,3844.2,493.8
2017,126.0,120.0,9361.0,4472.5,2999.2,3735.85,497.6
1981,108.0,180.0,8619.2,4299.4,2975.7,3637.55,387.0
1982,108.0,60.0,9294.1,4054.6,2845.3,3449.95,544.3000000000001
1983,108.0,30.0,8117.8,4109.0,2947.7,3528.35,486.6
1984,108.0,30.0,8847.0,4250.8,2987.8,3619.3,447.3
1985,108.0,120.0,8126.1,4328.2,2999.7,3663.95,302.6
1986,108.0,60.0,8799.4,4214.8,2932.9,3573.85,372.90000000000003
1987,108.0,60.0,7481.1,4120.3,2879.9,3500.1,563.8000000000001
1988,108.0,180.0,8787.0,4400.1,2999.2,3699.65,260.40000000000003
1989,108.0,30.0,8295.5,4125.0,2912.6,3518.8,711.7
1990,108.0,30.0,8295.5,4360.1,2949.6,3654.85,333.1
1991,108.0,60.0,9068.2,4107.2,2931.9,3519.55,350.7
1992,108.0,60.0,9068.2,4266.5,2967.3,3616.9,388.6
1993,108.0,60.0,8302.9,4058.8,2898.2,3478.5,440.70000000000005
1994,108.0,180.0,9138.6,4422.0,3059.4,3740.7,306.70000000000005
1995,108.0,150.0,8672.7,4224.8,2970.1,3597.45,372.1
1996,108.0,120.0,9291.0,4105.7,2899.2,3502.45,252.10000000000002
1997,108.0,120.0,8937.6,4305.0,2892.3,3598.65,309.40000000000003
1998,108.0,0.0,8200.0,4404.6,3122.2,3763.4,577.0
1999,108.0,90.0,7967.8,4216.9,2943.2,3580.05,396.00000000000006
2000,108.0,60.0,9031.9,4279.1,3014.0,3646.55,442.1
2001,108.0,180.0,8590.5,4384.4,2933.9,3659.15,221.1
2002,108.0,90.0,7303.9,4313.9,2950.4,3632.15,339.6
2003,108.0,90.0,7303.9,4272.3,3020.0,3646.15,388.0
2004,108.0,180.0,9824.1,4341.6,2939.4,3640.5,266.0
2005,108.0,60.0,9009.5,4287.6,3009.6,3648.6,519.9
2006,108.0,60.0,9009.5,4665.9,3094.8,3880.35,205.4
2007,108.0,30.0,8357.5,4407.0,3030.9,3718.95,556.4
2008,108.0,60.0,8769.4,4433.9,3024.7,3729.3,549.0
2009,108.0,180.0,8411.9,4404.6,3068.1,3736.35,226.20000000000002
2010,108.0,90.0,7997.9,4248.1,2908.8,3578.45,352.40000000000003
2011,108.0,90.0,7997.9,4578.3,3007.5,3792.9,325.2
2012,108.0,150.0,8562.4,4417.3,3072.4,3744.85,244.20000000000002
2013,108.0,210.0,8455.1,4675.9,3100.7,3888.3,386.1
2014,108.0,210.0,8455.1,4229.0,2989.5,3609.25,403.0
2015,108.0,150.0,7740.4,4438.8,2973.6,3706.2,318.40000000000003
2016,108.0,60.0,9025.3,4600.3,3088.1,3844.2,493.8
2017,108.0,120.0,8509.7,4472.5,2999.2,3735.85,497.6
1981,90.0,180.0,7488.5,4299.4,2975.7,3637.55,387.0
1982,90.0,60.0,8129.3,4054.6,2845.3,3449.95,544.3000000000001
1983,90.0,30.0,7123.8,4109.0,2947.7,3528.35,486.6
1984,90.0,30.0,7680.5,4250.8,2987.8,3619.3,447.3
1985,90.0,120.0,7095.0,4328.2,2999.7,3663.95,302.6
1986,90.0,60.0,7643.4,4214.8,2932.9,3573.85,372.90000000000003
1987,90.0,60.0,6502.5,4120.3,2879.9,3500.1,563.8000000000001
1988,90.0,180.0,7747.8,4400.1,2999.2,3699.65,260.40000000000003
1989,90.0,30.0,7362.8,4125.0,2912.6,3518.8,711.7
1990,90.0,30.0,7362.8,4360.1,2949.6,3654.85,333.1
1991,90.0,60.0,8396.5,4107.2,2931.9,3519.55,350.7
1992,90.0,60.0,8396.5,4266.5,2967.3,3616.9,388.6
1993,90.0,60.0,7359.5,4058.8,2898.2,3478.5,440.70000000000005
1994,90.0,180.0,8143.2,4422.0,3059.4,3740.7,306.70000000000005
1995,90.0,150.0,7561.5,4224.8,2970.1,3597.45,372.1
1996,90.0,120.0,7981.9,4105.7,2899.2,3502.45,252.10000000000002
1997,90.0,120.0,7959.3,4305.0,2892.3,3598.65,309.40000000000003
1998,90.0,0.0,7307.1,4404.6,3122.2,3763.4,577.0
1999,90.0,90.0,6952.1,4216.9,2943.2,3580.05,396.00000000000006
2000,90.0,60.0,8019.1,4279.1,3014.0,3646.55,442.1
2001,90.0,180.0,7561.9,4384.4,2933.9,3659.15,221.1
2002,90.0,90.0,6447.1,4313.9,2950.4,3632.15,339.6
2003,90.0,90.0,6447.1,4272.3,3020.0,3646.15,388.0
2004,90.0,180.0,8557.4,4341.6,2939.4,3640.5,266.0
2005,90.0,60.0,7953.9,4287.6,3009.6,3648.6,519.9
2006,90.0,60.0,7953.9,4665.9,3094.8,3880.35,205.4
2007,90.0,0.0,7891.9,4407.0,3030.9,3718.95,556.4
2008,90.0,60.0,7669.8,4433.9,3024.7,3729.3,549.0
2009,90.0,180.0,7482.5,4404.6,3068.1,3736.35,226.20000000000002
2010,90.0,90.0,7047.5,4248.1,2908.8,3578.45,352.40000000000003
2011,90.0,90.0,7047.5,4578.3,3007.5,3792.9,325.2
2012,90.0,120.0,7576.5,4417.3,3072.4,3744.85,244.20000000000002
2013,90.0,210.0,7548.1,4675.9,3100.7,3888.3,386.1
2014,90.0,210.0,7548.1,4229.0,2989.5,3609.25,403.0
2015,90.0,150.0,6971.5,4438.8,2973.6,3706.2,318.40000000000003
2016,90.0,60.0,7853.0,4600.3,3088.1,3844.2,493.8
2017,90.0,120.0,7475.8,4472.5,2999.2,3735.85,497.6
1981,72.0,180.0,6699.3,4299.4,2975.7,3637.55,387.0
1982,72.0,60.0,7042.7,4054.6,2845.3,3449.95,544.3000000000001
1983,72.0,30.0,6071.4,4109.0,2947.7,3528.35,486.6
1984,72.0,0.0,6671.7,4250.8,2987.8,3619.3,447.3
1985,72.0,120.0,6270.0,4328.2,2999.7,3663.95,302.6
1986,72.0,60.0,6493.8,4214.8,2932.9,3573.85,372.90000000000003
1987,72.0,60.0,5885.2,4120.3,2879.9,3500.1,563.8000000000001
1988,72.0,180.0,6796.8,4400.1,2999.2,3699.65,260.40000000000003
1989,72.0,30.0,6450.2,4125.0,2912.6,3518.8,711.7
1990,72.0,30.0,6450.2,4360.1,2949.6,3654.85,333.1
1991,72.0,30.0,7142.2,4107.2,2931.9,3519.55,350.7
1992,72.0,30.0,7142.2,4266.5,2967.3,3616.9,388.6
1993,72.0,60.0,6535.6,4058.8,2898.2,3478.5,440.70000000000005
1994,72.0,180.0,7192.4,4422.0,3059.4,3740.7,306.70000000000005
1995,72.0,120.0,6479.8,4224.8,2970.1,3597.45,372.1
1996,72.0,120.0,6918.4,4105.7,2899.2,3502.45,252.10000000000002
1997,72.0,120.0,7017.8,4305.0,2892.3,3598.65,309.40000000000003
1998,72.0,0.0,6510.1,4404.6,3122.2,3763.4,577.0
1999,72.0,90.0,6025.1,4216.9,2943.2,3580.05,396.00000000000006
2000,72.0,60.0,6942.9,4279.1,3014.0,3646.55,442.1
2001,72.0,180.0,6750.0,4384.4,2933.9,3659.15,221.1
2002,72.0,60.0,5668.0,4313.9,2950.4,3632.15,339.6
2003,72.0,60.0,5668.0,4272.3,3020.0,3646.15,388.0
2004,72.0,180.0,7590.1,4341.6,2939.4,3640.5,266.0
2005,72.0,60.0,6825.5,4287.6,3009.6,3648.6,519.9
2006,72.0,60.0,6825.5,4665.9,3094.8,3880.35,205.4
2007,72.0,0.0,6816.2,4407.0,3030.9,3718.95,556.4
2008,72.0,60.0,6747.1,4433.9,3024.7,3729.3,549.0
2009,72.0,180.0,6329.0,4404.6,3068.1,3736.35,226.20000000000002
2010,72.0,90.0,6016.6,4248.1,2908.8,3578.45,352.40000000000003
2011,72.0,90.0,6016.6,4578.3,3007.5,3792.9,325.2
2012,72.0,120.0,6592.0,4417.3,3072.4,3744.85,244.20000000000002
2013,72.0,210.0,6593.7,4675.9,3100.7,3888.3,386.1
2014,72.0,210.0,6593.7,4229.0,2989.5,3609.25,403.0
2015,72.0,150.0,5937.5,4438.8,2973.6,3706.2,318.40000000000003
2016,72.0,60.0,6614.0,4600.3,3088.1,3844.2,493.8
2017,72.0,120.0,6692.8,4472.5,2999.2,3735.85,497.6
1981,54.0,150.0,5959.2,4299.4,2975.7,3637.55,387.0
1982,54.0,60.0,6394.2,4054.6,2845.3,3449.95,544.3000000000001
1983,54.0,30.0,5261.2,4109.0,2947.7,3528.35,486.6
1984,54.0,0.0,5899.9,4250.8,2987.8,3619.3,447.3
1985,54.0,120.0,5515.9,4328.2,2999.7,3663.95,302.6
1986,54.0,60.0,5818.9,4214.8,2932.9,3573.85,372.90000000000003
1987,54.0,30.0,5230.0,4120.3,2879.9,3500.1,563.8000000000001
1988,54.0,180.0,6035.6,4400.1,2999.2,3699.65,260.40000000000003
1989,54.0,30.0,5805.2,4125.0,2912.6,3518.8,711.7
1990,54.0,30.0,5805.2,4360.1,2949.6,3654.85,333.1
1991,54.0,30.0,6272.1,4107.2,2931.9,3519.55,350.7
1992,54.0,30.0,6272.1,4266.5,2967.3,3616.9,388.6
1993,54.0,60.0,5775.6,4058.8,2898.2,3478.5,440.70000000000005
1994,54.0,150.0,6184.7,4422.0,3059.4,3740.7,306.70000000000005
1995,54.0,90.0,5581.6,4224.8,2970.1,3597.45,372.1
1996,54.0,90.0,6264.4,4105.7,2899.2,3502.45,252.10000000000002
1997,54.0,120.0,6303.5,4305.0,2892.3,3598.65,309.40000000000003
1998,54.0,0.0,5801.6,4404.6,3122.2,3763.4,577.0
1999,54.0,90.0,5470.1,4216.9,2943.2,3580.05,396.00000000000006
2000,54.0,60.0,6146.6,4279.1,3014.0,3646.55,442.1
2001,54.0,150.0,6095.8,4384.4,2933.9,3659.15,221.1
2002,54.0,60.0,5135.5,4313.9,2950.4,3632.15,339.6
2003,54.0,60.0,5135.5,4272.3,3020.0,3646.15,388.0
2004,54.0,150.0,6773.0,4341.6,2939.4,3640.5,266.0
2005,54.0,60.0,5940.5,4287.6,3009.6,3648.6,519.9
2006,54.0,60.0,5940.5,4665.9,3094.8,3880.35,205.4
2007,54.0,0.0,5873.0,4407.0,3030.9,3718.95,556.4
2008,54.0,60.0,5865.2,4433.9,3024.7,3729.3,549.0
2009,54.0,150.0,5479.9,4404.6,3068.1,3736.35,226.20000000000002
2010,54.0,60.0,5092.4,4248.1,2908.8,3578.45,352.40000000000003
2011,54.0,60.0,5092.4,4578.3,3007.5,3792.9,325.2
2012,54.0,120.0,5772.2,4417.3,3072.4,3744.85,244.20000000000002
2013,54.0,210.0,5787.9,4675.9,3100.7,3888.3,386.1
2014,54.0,210.0,5787.9,4229.0,2989.5,3609.25,403.0
2015,54.0,120.0,5116.5,4438.8,2973.6,3706.2,318.40000000000003
2016,54.0,30.0,5745.0,4600.3,3088.1,3844.2,493.8
2017,54.0,90.0,5946.2,4472.5,2999.2,3735.85,497.6
1981,36.0,150.0,5310.2,4299.4,2975.7,3637.55,387.0
1982,36.0,60.0,5520.4,4054.6,2845.3,3449.95,544.3000000000001
1983,36.0,30.0,4641.6,4109.0,2947.7,3528.35,486.6
1984,36.0,0.0,5173.1,4250.8,2987.8,3619.3,447.3
1985,36.0,90.0,4837.3,4328.2,2999.7,3663.95,302.6
1986,36.0,60.0,4999.2,4214.8,2932.9,3573.85,372.90000000000003
1987,36.0,30.0,4630.9,4120.3,2879.9,3500.1,563.8000000000001
1988,36.0,180.0,5336.1,4400.1,2999.2,3699.65,260.40000000000003
1989,36.0,30.0,5198.4,4125.0,2912.6,3518.8,711.7
1990,36.0,30.0,5198.4,4360.1,2949.6,3654.85,333.1
1991,36.0,30.0,5484.8,4107.2,2931.9,3519.55,350.7
1992,36.0,30.0,5484.8,4266.5,2967.3,3616.9,388.6
1993,36.0,60.0,5076.3,4058.8,2898.2,3478.5,440.70000000000005
1994,36.0,150.0,5444.6,4422.0,3059.4,3740.7,306.70000000000005
1995,36.0,60.0,4858.5,4224.8,2970.1,3597.45,372.1
1996,36.0,90.0,5489.2,4105.7,2899.2,3502.45,252.10000000000002
1997,36.0,60.0,5476.2,4305.0,2892.3,3598.65,309.40000000000003
1998,36.0,0.0,5146.6,4404.6,3122.2,3763.4,577.0
1999,36.0,90.0,4730.1,4216.9,2943.2,3580.05,396.00000000000006
2000,36.0,60.0,5415.0,4279.1,3014.0,3646.55,442.1
2001,36.0,150.0,5408.0,4384.4,2933.9,3659.15,221.1
2002,36.0,60.0,4458.8,4313.9,2950.4,3632.15,339.6
2003,36.0,60.0,4458.8,4272.3,3020.0,3646.15,388.0
2004,36.0,150.0,6151.4,4341.6,2939.4,3640.5,266.0
2005,36.0,60.0,5356.2,4287.6,3009.6,3648.6,519.9
2006,36.0,60.0,5356.2,4665.9,3094.8,3880.35,205.4
2007,36.0,0.0,5160.6,4407.0,3030.9,3718.95,556.4
2008,36.0,60.0,5161.4,4433.9,3024.7,3729.3,549.0
2009,36.0,150.0,4828.1,4404.6,3068.1,3736.35,226.20000000000002
2010,36.0,60.0,4476.5,4248.1,2908.8,3578.45,352.40000000000003
2011,36.0,60.0,4476.5,4578.3,3007.5,3792.9,325.2
2012,36.0,90.0,5179.2,4417.3,3072.4,3744.85,244.20000000000002
2013,36.0,180.0,5074.3,4675.9,3100.7,3888.3,386.1
2014,36.0,180.0,5074.3,4229.0,2989.5,3609.25,403.0
